item_id,product_id,stock_id,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,"low_stock_date",notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
95,97,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:07",,1,1,1,1,1,0.0000,1,0,0
96,98,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:07",,1,1,1,1,1,0.0000,1,0,0
97,99,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:08",,1,1,1,1,1,0.0000,1,0,0
98,100,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:08",,1,1,1,1,1,0.0000,1,0,0
99,101,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:08",,1,1,1,1,1,0.0000,1,0,0
100,102,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:08",,1,1,1,1,1,0.0000,1,0,0
101,103,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:34:08",,1,1,1,1,1,0.0000,1,0,0
102,104,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:36:59",,1,1,1,1,1,0.0000,1,0,0
103,105,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:36:59",,1,1,1,1,1,0.0000,1,0,0
104,106,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:36:59",,1,1,1,1,1,0.0000,1,0,0
105,107,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:36:59",,1,1,1,1,1,0.0000,1,0,0
106,108,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:00",,1,1,1,1,1,0.0000,1,0,0
107,109,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:00",,1,1,1,1,1,0.0000,1,0,0
108,110,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:00",,1,1,1,1,1,0.0000,1,0,0
109,111,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:00",,1,1,1,1,1,0.0000,1,0,0
110,112,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:01",,1,1,1,1,1,0.0000,1,0,0
111,113,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:02",,1,1,1,1,1,0.0000,1,0,0
112,114,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:02",,1,1,1,1,1,0.0000,1,0,0
113,115,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:02",,1,1,1,1,1,0.0000,1,0,0
114,116,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:08",,1,1,1,1,1,0.0000,1,0,0
115,117,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:08",,1,1,1,1,1,0.0000,1,0,0
116,118,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:08",,1,1,1,1,1,0.0000,1,0,0
117,119,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:08",,1,1,1,1,1,0.0000,1,0,0
118,120,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:11",,1,1,1,1,1,0.0000,1,0,0
119,121,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:12",,1,1,1,1,1,0.0000,1,0,0
120,122,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:12",,1,1,1,1,1,0.0000,1,0,0
121,123,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:12",,1,1,1,1,1,0.0000,1,0,0
122,124,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:12",,1,1,1,1,1,0.0000,1,0,0
123,125,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:14",,1,1,1,1,1,0.0000,1,0,0
124,126,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:14",,1,1,1,1,1,0.0000,1,0,0
125,127,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:14",,1,1,1,1,1,0.0000,1,0,0
126,128,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:14",,1,1,1,1,1,0.0000,1,0,0
127,129,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:15",,1,1,1,1,1,0.0000,1,0,0
128,130,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:15",,1,1,1,1,1,0.0000,1,0,0
129,131,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:15",,1,1,1,1,1,0.0000,1,0,0
130,132,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:15",,1,1,1,1,1,0.0000,1,0,0
131,133,1,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
132,134,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
133,135,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
134,136,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
135,137,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:18",,1,1,1,1,1,0.0000,1,0,0
136,138,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:18",,1,1,1,1,1,0.0000,1,0,0
137,139,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:18",,1,1,1,1,1,0.0000,1,0,0
138,140,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:18",,1,1,1,1,1,0.0000,1,0,0
139,141,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:19",,1,1,1,1,1,0.0000,1,0,0
140,142,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:19",,1,1,1,1,1,0.0000,1,0,0
141,143,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:19",,1,1,1,1,1,0.0000,1,0,0
142,144,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:19",,1,1,1,1,1,0.0000,1,0,0
143,145,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:22",,1,1,1,1,1,0.0000,1,0,0
144,146,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:22",,1,1,1,1,1,0.0000,1,0,0
145,147,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:22",,1,1,1,1,1,0.0000,1,0,0
146,148,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
147,149,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:23",,1,1,1,1,1,0.0000,1,0,0
148,150,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:23",,1,1,1,1,1,0.0000,1,0,0
149,151,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:23",,1,1,1,1,1,0.0000,1,0,0
150,152,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:23",,1,1,1,1,1,0.0000,1,0,0
151,153,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:26",,1,1,1,1,1,0.0000,1,0,0
152,154,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:26",,1,1,1,1,1,0.0000,1,0,0
153,155,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:26",,1,1,1,1,1,0.0000,1,0,0
154,156,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:26",,1,1,1,1,1,0.0000,1,0,0
155,157,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
156,158,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:28",,1,1,1,1,1,0.0000,1,0,0
157,159,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:28",,1,1,1,1,1,0.0000,1,0,0
158,160,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:29",,1,1,1,1,1,0.0000,1,0,0
159,161,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:29",,1,1,1,1,1,0.0000,1,0,0
160,162,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:29",,1,1,1,1,1,0.0000,1,0,0
161,163,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:29",,1,1,1,1,1,0.0000,1,0,0
162,164,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:30",,1,1,1,1,1,0.0000,1,0,0
163,165,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
164,166,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:30",,1,1,1,1,1,0.0000,1,0,0
165,167,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:31",,1,1,1,1,1,0.0000,1,0,0
166,168,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:32",,1,1,1,1,1,0.0000,1,0,0
167,169,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:32",,1,1,1,1,1,0.0000,1,0,0
168,170,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:32",,1,1,1,1,1,0.0000,1,0,0
169,171,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:32",,1,1,1,1,1,0.0000,1,0,0
170,172,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:33",,1,1,1,1,1,0.0000,1,0,0
171,173,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:33",,1,1,1,1,1,0.0000,1,0,0
172,174,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:35",,1,1,1,1,1,0.0000,1,0,0
173,175,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:35",,1,1,1,1,1,0.0000,1,0,0
174,176,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:35",,1,1,1,1,1,0.0000,1,0,0
175,177,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:35",,1,1,1,1,1,0.0000,1,0,0
176,178,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:36",,1,1,1,1,1,0.0000,1,0,0
177,179,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:36",,1,1,1,1,1,0.0000,1,0,0
178,180,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:36",,1,1,1,1,1,0.0000,1,0,0
179,181,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:36",,1,1,1,1,1,0.0000,1,0,0
180,182,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:38",,1,1,1,1,1,0.0000,1,0,0
181,183,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:38",,1,1,1,1,1,0.0000,1,0,0
182,184,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
183,185,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
184,186,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
185,187,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
186,188,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
187,189,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
188,190,1,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,"2016-03-02 09:37:40",,1,1,1,1,1,0.0000,1,0,0
189,191,1,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
190,192,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
191,193,1,50.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,,1,1,1,0,1,0.0000,1,0,0
