value_id,store_id,"label",position,disabled
464234,0,,5,0
464235,0,,6,0
464236,0,,7,0
464237,0,,8,0
464238,0,,9,0
464239,0,,1,1
464241,0,,3,1
464242,0,,4,0
464243,0,,5,0
464244,0,,6,0
464245,0,,7,0
464246,0,,8,0
464247,0,,9,0
464248,0,,1,1
464250,0,,3,1
464251,0,,4,0
464252,0,,5,0
464253,0,,6,0
464254,0,,7,0
464255,0,,8,0
464256,0,,9,0
464257,0,,1,1
464259,0,,3,1
464260,0,,4,0
464261,0,,5,0
464262,0,,6,0
464263,0,,7,0
464264,0,,8,0
464265,0,,9,0
464269,0,,0,0
464270,0,,1,0
464271,0,,2,0
464272,0,,3,0
464273,0,,4,0
464274,0,,5,0
464278,0,,0,0
464279,0,,1,0
464280,0,,2,0
464281,0,,3,0
464282,0,,4,0
464283,0,,5,0
464287,0,,0,0
464289,0,,1,0
464290,0,,2,0
464291,0,,3,0
464292,0,,4,0
464296,0,,3,0
464297,0,,4,0
464298,0,,5,0
464299,0,,1,0
464300,0,,2,0
464301,0,,9,1
464311,0,,1,1
464313,0,,3,1
464314,0,,4,0
464315,0,,5,0
464316,0,,6,0
464317,0,,7,0
464318,0,,8,0
464319,0,,9,0
464320,0,,1,1
464322,0,,3,1
464323,0,,4,0
464324,0,,5,0
464325,0,,6,0
464326,0,,7,0
464327,0,,8,0
464328,0,,9,0
464329,0,,1,1
464331,0,,3,1
464332,0,,4,0
464333,0,,5,0
464334,0,,6,0
464335,0,,7,0
464336,0,,8,0
464337,0,,9,0
464338,0,,1,1
464340,0,,3,1
464341,0,,4,0
464342,0,,5,0
464343,0,,6,0
464344,0,,7,0
464345,0,,8,0
464346,0,,9,0
464347,0,,1,1
464349,0,,3,1
464350,0,,4,0
464351,0,,5,0
464352,0,,6,0
464353,0,,7,0
464354,0,,8,0
464355,0,,9,0
464356,0,,1,1
464358,0,,3,1
464359,0,,4,0
464360,0,,5,0
464361,0,,6,0
464362,0,,7,0
464363,0,,8,0
464364,0,,9,0
464365,0,,1,1
464367,0,,3,1
464368,0,,4,0
464369,0,,5,0
464370,0,,6,0
464371,0,,7,0
464372,0,,8,0
464373,0,,9,0
464374,0,,1,1
464376,0,,3,1
464377,0,,4,0
464378,0,,5,0
464379,0,,6,0
464380,0,,7,0
464381,0,,8,0
464382,0,,1,1
464384,0,,3,1
464385,0,,4,0
464386,0,,5,0
464387,0,,6,0
464388,0,,7,0
464389,0,,8,0
464390,0,,9,0
464391,0,,1,1
464393,0,,3,1
464394,0,,4,0
464395,0,,5,0
464396,0,,6,0
464397,0,,7,0
464398,0,,8,0
464399,0,,9,0
464400,0,,1,1
464402,0,,3,1
464403,0,,4,0
464404,0,,5,0
464405,0,,6,0
464406,0,,7,0
464407,0,,8,0
464408,0,,9,0
464409,0,,1,1
464411,0,,3,1
464412,0,,4,0
464413,0,,5,0
464414,0,,6,0
464415,0,,7,0
464416,0,,8,0
464417,0,,9,0
464418,0,,1,1
464420,0,,3,1
464421,0,,4,0
464422,0,,5,0
464423,0,,6,0
464424,0,,7,0
464425,0,,8,0
464426,0,,9,0
464427,0,,1,1
464429,0,,3,1
464430,0,,4,0
464431,0,,5,0
464432,0,,6,0
464433,0,,7,0
464434,0,,8,0
464435,0,,9,0
464436,0,,1,1
464438,0,,3,1
464439,0,,4,0
464440,0,,5,0
464441,0,,6,0
464442,0,,7,0
464443,0,,8,0
464444,0,,9,0
464445,0,,1,1
464447,0,,3,1
464448,0,,4,0
464449,0,,5,0
464450,0,,6,0
464451,0,,7,0
464452,0,,8,0
464453,0,,9,0
464454,0,,1,1
464456,0,,3,1
464457,0,,4,0
464458,0,,5,0
464459,0,,6,0
464460,0,,7,0
464461,0,,8,0
464462,0,,9,0
464463,0,,1,1
464465,0,,3,1
464466,0,,4,0
464467,0,,5,0
464468,0,,6,0
464469,0,,7,0
464470,0,,8,0
464471,0,,9,0
464472,0,,1,1
464474,0,,3,1
464475,0,,4,0
464476,0,,5,0
464477,0,,6,0
464478,0,,7,0
464479,0,,8,0
464480,0,,9,0
464481,0,,1,1
464483,0,,3,1
464484,0,,4,0
464485,0,,5,0
464486,0,,6,0
464487,0,,7,0
464488,0,,8,0
464489,0,,9,0
464490,0,,1,1
464492,0,,3,1
464493,0,,4,0
464494,0,,5,0
464495,0,,6,0
464496,0,,7,0
464497,0,,8,0
464498,0,,9,0
464499,0,,1,1
464501,0,,3,1
464502,0,,4,0
464503,0,,5,0
464504,0,,1,1
464506,0,,3,1
464507,0,,4,0
464508,0,,5,0
464509,0,,6,0
464510,0,,1,1
464512,0,,3,1
464513,0,,4,0
464514,0,,5,0
464515,0,,1,1
464517,0,,3,1
464518,0,,4,0
464519,0,,1,1
464521,0,,3,1
464522,0,,4,0
464523,0,,5,0
464524,0,,6,0
464525,0,,1,1
464527,0,,3,1
464528,0,,4,0
464529,0,,5,0
464530,0,,1,1
464532,0,,3,1
464533,0,,1,0
464535,0,,1,1
464537,0,,3,1
464538,0,,4,0
464539,0,,5,0
464540,0,,1,1
464542,0,,3,1
464543,0,,4,0
464544,0,,5,0
464545,0,,1,1
464547,0,,3,1
464548,0,,4,0
464549,0,,1,1
464551,0,,3,1
464552,0,,4,0
464553,0,,5,0
464554,0,,6,0
464555,0,,7,0
464556,0,,1,1
464558,0,,3,1
464559,0,,4,0
464560,0,,5,0
464561,0,,1,1
464563,0,,3,1
464564,0,,4,0
464565,0,,5,0
464641,0,,1,1
464643,0,,3,1
464644,0,,4,0
464645,0,,5,0
464653,0,,1,1
464655,0,,3,1
464656,0,,4,0
464657,0,,5,0
464658,0,,6,0
464659,0,,7,0
465104,0,,1,1
465106,0,,3,1
465107,0,,4,0
465108,0,,5,0
465109,0,,6,0
465110,0,,1,1
465112,0,,3,1
465113,0,,4,0
465114,0,,5,0
465115,0,,6,0
465116,0,,1,1
465118,0,,3,1
465119,0,,4,0
465120,0,,5,0
465121,0,,6,0
465122,0,,1,1
465124,0,,3,1
465125,0,,4,0
465126,0,,5,0
465127,0,,6,0
465141,0,,1,1
465143,0,,3,1
465144,0,,4,0
465145,0,,5,0
465146,0,,1,1
465148,0,,3,1
465149,0,,4,0
465150,0,,1,1
465152,0,,3,1
465153,0,,4,0
465154,0,,1,1
465156,0,,3,1
465157,0,,4,0
465162,0,,1,1
465164,0,,3,1
465165,0,,4,0
465177,0,,4,0
465178,0,,5,0
465179,0,,6,0
465180,0,,7,0
465181,0,,8,0
465185,0,,4,0
465186,0,,5,0
465187,0,,6,0
465188,0,,7,0
465189,0,,8,0
465193,0,,4,0
465194,0,,5,0
465195,0,,6,0
465196,0,,7,0
465197,0,,8,0
465201,0,,4,0
465202,0,,5,0
465203,0,,6,0
465204,0,,7,0
465205,0,,1,1
465207,0,,3,1
465208,0,,4,0
465209,0,,5,0
465210,0,,6,0
465211,0,,7,0
465212,0,,8,0
465213,0,,1,1
465215,0,,3,1
465216,0,,4,0
465217,0,,5,0
465218,0,,6,0
465219,0,,7,0
465220,0,,8,0
465224,0,,4,0
465225,0,,5,0
465226,0,,6,0
465227,0,,7,0
465231,0,,4,0
465232,0,,5,1
465233,0,,6,0
465234,0,,7,0
465235,0,,1,1
465237,0,,3,1
465238,0,,4,0
465239,0,,5,0
465240,0,,6,0
465241,0,,7,0
465242,0,,8,0
465246,0,,4,0
465247,0,,5,0
465248,0,,6,0
465249,0,,7,0
465253,0,,4,0
465254,0,,5,0
465255,0,,6,0
465256,0,,7,0
465257,0,,1,1
465259,0,,3,1
465260,0,,4,0
465261,0,,5,0
465262,0,,6,0
465263,0,,7,0
465264,0,,8,0
465268,0,,4,0
465269,0,,5,0
465270,0,,6,0
465271,0,,7,0
465272,0,,8,0
465276,0,,4,0
465277,0,,5,0
465278,0,,6,0
465279,0,,7,0
465280,0,,8,0
465284,0,,4,0
465285,0,,5,0
465286,0,,6,0
465287,0,,7,0
465288,0,,8,0
465292,0,,4,0
465293,0,,5,0
465294,0,,6,0
465295,0,,7,0
465296,0,,1,1
465298,0,,3,1
465299,0,,4,0
465300,0,,5,0
465301,0,,6,0
465302,0,,7,0
465303,0,,8,0
465304,0,,1,1
465306,0,,3,1
465307,0,,4,0
465308,0,,5,0
465309,0,,6,0
465310,0,,7,0
465311,0,,8,0
465312,0,,1,1
465316,0,,5,0
465317,0,,6,0
465318,0,,7,0
465319,0,,8,0
465323,0,,4,0
465324,0,,5,0
465325,0,,6,0
465326,0,,7,0
465327,0,,8,0
465331,0,,4,0
465332,0,,5,0
465333,0,,6,0
465334,0,,7,0
465335,0,,8,0
465339,0,,4,0
465340,0,,5,0
465341,0,,6,0
465342,0,,7,0
465343,0,,8,0
465344,0,,1,1
465346,0,,3,1
465347,0,,4,0
465348,0,,5,0
465349,0,,6,0
465350,0,,7,0
465351,0,,8,0
465352,0,,1,1
465356,0,,5,0
465357,0,,6,0
465358,0,,7,0
465359,0,,8,0
465363,0,,4,0
465364,0,,5,0
465365,0,,6,0
465366,0,,7,0
465370,0,,4,0
465371,0,,5,0
465372,0,,6,0
465373,0,,7,0
465374,0,,8,0
465378,0,,4,0
465379,0,,5,0
465380,0,,6,0
465381,0,,7,0
465382,0,,8,0
465386,0,,4,0
465387,0,,5,0
465388,0,,6,0
465389,0,,7,0
465393,0,,4,0
465394,0,,5,0
465395,0,,6,0
465396,0,,7,0
465400,0,,0,0
465402,0,,2,0
465403,0,,3,0
465407,0,,4,0
465408,0,,5,0
465409,0,,6,0
465410,0,,7,0
465418,0,,1,1
465420,0,,3,1
465421,0,,4,0
465422,0,,5,0
465423,0,,6,0
465424,0,,7,0
465425,0,,1,1
465427,0,,3,1
465428,0,,4,0
465429,0,,5,0
465430,0,,6,0
465431,0,,7,0
465435,0,,4,0
465436,0,,5,0
465437,0,,6,0
465438,0,,7,0
465439,0,,1,1
465441,0,,3,1
465442,0,,4,0
465443,0,,5,0
465444,0,,6,0
465445,0,,7,0
465449,0,,4,0
465450,0,,5,0
465451,0,,6,0
465452,0,,7,0
465456,0,,4,0
465457,0,,5,0
465458,0,,6,0
465459,0,,7,0
465463,0,,4,0
465464,0,,5,0
465465,0,,6,0
465466,0,,7,0
465467,0,,1,1
465469,0,,3,1
465470,0,,4,0
465471,0,,5,0
465472,0,,6,0
465476,0,,4,0
465477,0,,5,0
465481,0,,4,0
465482,0,,5,0
465483,0,,6,0
465484,0,,7,0
465488,0,,4,0
465489,0,,5,0
465490,0,,6,0
465491,0,,7,0
465495,0,,4,0
465496,0,,5,0
465497,0,,6,0
465501,0,,4,0
465502,0,,5,0
465503,0,,6,0
465504,0,,7,0
465505,0,,8,0
465506,0,,1,1
465508,0,,3,1
465509,0,,4,0
465510,0,,5,0
465511,0,,6,0
465512,0,,7,0
465513,0,,8,0
465514,0,,1,1
465516,0,,3,1
465517,0,,4,0
465518,0,,5,0
465519,0,,6,0
465520,0,,7,0
465521,0,,8,0
465522,0,,1,1
465524,0,,3,1
465525,0,,4,0
465526,0,,5,0
465527,0,,1,1
465529,0,,3,1
465530,0,,4,0
465531,0,,5,0
465532,0,,6,0
465533,0,,7,0
465534,0,,8,0
465535,0,,9,0
465536,0,,1,1
465538,0,,3,1
465539,0,,4,0
465540,0,,5,0
465541,0,,6,0
465542,0,,1,1
465544,0,,3,1
465545,0,,4,0
465546,0,,5,0
465547,0,,6,0
465554,0,,1,1
465556,0,,3,1
465557,0,,4,0
465558,0,,5,0
465559,0,,6,0
465560,0,,1,1
465562,0,,3,1
465563,0,,4,0
465564,0,,5,0
465565,0,,1,1
465567,0,,3,1
465568,0,,4,0
465569,0,,5,0
465570,0,,1,1
465572,0,,3,1
465573,0,,4,0
465574,0,,5,0
465575,0,,6,0
465576,0,,1,1
465578,0,,3,1
465579,0,,4,0
465580,0,,5,0
465581,0,,6,0
465588,0,,1,1
465590,0,,3,1
465591,0,,4,0
465592,0,,5,0
465593,0,,6,0
465594,0,,7,0
465599,0,,1,1
465601,0,,3,1
465602,0,,1,0
465603,0,,1,1
465605,0,,3,1
465606,0,,4,0
465607,0,,5,0
465608,0,,6,0
465609,0,,7,0
465610,0,,1,1
465612,0,,3,1
465613,0,,4,0
465614,0,,5,0
465615,0,,1,1
465617,0,,3,1
465618,0,,4,0
465619,0,,5,0
465620,0,,1,1
465622,0,,3,1
465623,0,,4,0
465624,0,,5,0
465625,0,,1,1
465627,0,,3,1
465628,0,,4,0
465629,0,,5,0
465630,0,,1,1
465632,0,,3,1
465633,0,,4,0
465634,0,,5,0
465635,0,,1,1
465637,0,,3,1
465638,0,,4,0
465639,0,,5,0
465640,0,,1,1
465642,0,,3,1
465643,0,,4,0
465644,0,,1,1
465646,0,,3,1
465647,0,,4,0
465648,0,,1,1
465650,0,,3,1
465651,0,,4,0
465652,0,,1,1
465654,0,,3,1
465655,0,,4,0
465656,0,,1,1
465658,0,,3,1
465659,0,,4,0
465660,0,,1,1
465662,0,,3,1
465663,0,,4,0
465664,0,,1,1
465666,0,,3,1
465667,0,,4,0
465668,0,,5,0
465669,0,,1,1
465671,0,,3,1
465672,0,,4,0
465673,0,,5,0
465674,0,,1,1
465676,0,,3,1
465677,0,,4,0
465678,0,,5,0
465679,0,,1,1
465681,0,,3,1
465682,0,,4,0
465683,0,,5,0
465684,0,,6,0
465685,0,,1,1
465687,0,,3,1
465688,0,,4,0
465689,0,,5,0
465690,0,,6,0
465691,0,,1,1
465693,0,,3,1
465694,0,,4,0
465695,0,,5,0
465696,0,,6,0
465697,0,,1,1
465699,0,,3,1
465700,0,,4,0
465701,0,,5,0
465702,0,,6,0
465703,0,,1,1
465705,0,,3,1
465706,0,,4,0
465707,0,,5,0
465708,0,,6,0
465709,0,,1,1
465711,0,,3,1
465712,0,,4,0
465713,0,,5,0
465714,0,,6,0
465715,0,,1,1
465717,0,,3,1
465718,0,,4,0
465719,0,,5,0
465720,0,,6,0
465721,0,,1,1
465723,0,,3,1
465724,0,,4,0
465725,0,,5,0
465726,0,,6,0
465727,0,,1,1
465729,0,,3,1
465730,0,,4,0
465731,0,,5,0
465732,0,,6,0
465733,0,,1,1
465735,0,,3,1
465736,0,,4,0
465737,0,,5,0
465738,0,,1,1
465740,0,,3,1
465741,0,,4,0
465742,0,,5,0
465743,0,,1,1
465745,0,,3,1
465746,0,,4,0
465747,0,,5,0
465748,0,,1,1
465750,0,,3,1
465751,0,,4,0
465752,0,,5,0
465753,0,,1,1
465755,0,,3,1
465756,0,,4,0
465757,0,,5,0
465758,0,,1,1
465760,0,,3,1
465761,0,,4,0
465762,0,,5,0
465763,0,,1,1
465765,0,,3,1
465766,0,,4,0
465767,0,,5,0
465768,0,,1,1
465770,0,,3,1
465771,0,,4,0
465772,0,,5,0
465773,0,,1,1
465775,0,,3,1
465776,0,,4,0
465777,0,,5,0
465778,0,,1,1
465780,0,,3,1
465781,0,,1,0
465782,0,,0,0
465783,0,,1,1
465785,0,,3,1
465786,0,,4,0
465787,0,,5,0
465788,0,,1,1
465790,0,,3,1
465791,0,,4,0
465792,0,,5,0
465793,0,,1,1
465795,0,,3,1
465796,0,,4,0
465797,0,,5,0
465798,0,,1,1
465800,0,,3,1
465801,0,,4,0
465802,0,,5,0
465803,0,,1,1
465805,0,,3,1
465806,0,,4,0
465807,0,,5,0
465808,0,,1,1
465810,0,,3,1
465811,0,,4,0
465812,0,,5,0
465813,0,,1,1
465815,0,,3,1
465816,0,,4,0
465817,0,,5,0
470477,0,,0,0
470477,1,,6,1
470478,0,,0,0
470478,1,,7,1
470479,0,,0,0
470479,1,,8,1
470480,0,,0,0
470480,1,,9,0
470481,0,,0,0
470481,1,,6,1
470482,0,,0,0
470482,1,,7,1
470483,0,,0,0
470483,1,,8,1
470484,0,,0,0
470484,1,,9,0
470559,1,,5,1
470560,1,,6,1
470561,1,,7,1
470562,1,,5,1
470563,1,,6,1
470564,1,,7,1
476951,0,,0,0
476951,1,,26,1
476952,0,,0,0
476952,1,,27,1
476953,0,,0,0
476953,1,,28,1
476954,0,,0,0
476954,1,,29,0
476955,0,,0,0
476955,1,,30,0
476956,0,,0,0
476956,1,,31,0
476957,0,,0,0
476957,1,,26,1
476958,0,,0,0
476958,1,,27,1
476959,0,,0,0
476959,1,,28,1
476960,0,,0,0
476960,1,,29,0
476961,0,,0,0
476961,1,,30,0
476962,0,,0,0
476962,1,,31,0
476963,0,,0,0
476963,1,,26,1
476964,0,,0,0
476964,1,,27,1
476965,0,,0,0
476965,1,,28,1
476966,0,,0,0
476966,1,,29,0
476967,0,,0,0
476967,1,,30,0
476968,0,,0,0
476968,1,,31,0
476969,0,,0,0
476969,1,,26,1
476970,0,,0,0
476970,1,,27,1
476971,0,,0,0
476971,1,,28,1
476972,0,,0,0
476972,1,,29,0
476973,0,,0,0
476973,1,,30,0
476974,0,,0,0
476974,1,,31,0
476975,0,,0,0
476975,1,,26,1
476976,0,,0,0
476976,1,,27,1
476977,0,,0,0
476977,1,,28,1
476978,0,,0,0
476978,1,,29,0
476979,0,,0,0
476979,1,,30,0
476980,0,,0,0
476980,1,,31,0
476981,0,,0,0
476981,1,,26,1
476982,0,,0,0
476982,1,,27,1
476983,0,,0,0
476983,1,,28,1
476984,0,,0,0
476984,1,,29,0
476985,0,,0,0
476985,1,,30,0
476986,0,,0,0
476986,1,,31,0
476987,0,,0,0
476987,1,,26,1
476988,0,,0,0
476988,1,,27,1
476989,0,,0,0
476989,1,,28,1
476990,0,,0,0
476990,1,,29,0
476991,0,,0,0
476991,1,,30,0
476992,0,,0,0
476992,1,,31,0
476993,0,,0,0
476993,1,,26,1
476994,0,,0,0
476994,1,,27,1
476995,0,,0,0
476995,1,,28,1
476996,0,,0,0
476996,1,,29,0
476997,0,,0,0
476997,1,,30,0
476998,0,,0,0
476998,1,,31,0
476999,0,,0,0
476999,1,,26,1
477000,0,,0,0
477000,1,,27,1
477001,0,,0,0
477001,1,,28,1
477002,0,,0,0
477002,1,,29,0
477003,0,,0,0
477003,1,,30,0
477004,0,,0,0
477004,1,,31,0
477005,0,,0,0
477005,1,,26,1
477006,0,,0,0
477006,1,,27,1
477007,0,,0,0
477007,1,,28,1
477008,0,,0,0
477008,1,,29,0
477009,0,,0,0
477009,1,,30,0
477010,0,,0,0
477010,1,,31,0
477011,0,,0,0
477011,1,,26,1
477012,0,,0,0
477012,1,,27,1
477013,0,,0,0
477013,1,,28,1
477014,0,,0,0
477014,1,,29,0
477015,0,,0,0
477015,1,,30,0
477016,0,,0,0
477016,1,,31,0
477017,0,,0,0
477017,1,,26,1
477018,0,,0,0
477018,1,,27,1
477019,0,,0,0
477019,1,,28,1
477020,0,,0,0
477020,1,,29,0
477021,0,,0,0
477021,1,,30,0
477022,0,,0,0
477022,1,,31,0
477023,0,,0,0
477023,1,,26,1
477024,0,,0,0
477024,1,,27,1
477025,0,,0,0
477025,1,,28,1
477026,0,,0,0
477026,1,,29,0
477027,0,,0,0
477027,1,,30,0
477028,0,,0,0
477028,1,,31,0
477029,0,,0,0
477029,1,,26,1
477030,0,,0,0
477030,1,,27,1
477031,0,,0,0
477031,1,,28,1
477032,0,,0,0
477032,1,,29,0
477033,0,,0,0
477033,1,,30,0
477034,0,,0,0
477034,1,,31,0
477035,0,,0,0
477035,1,,26,1
477036,0,,0,0
477036,1,,27,1
477037,0,,0,0
477037,1,,28,1
477038,0,,0,0
477038,1,,29,0
477039,0,,0,0
477039,1,,30,0
477040,0,,0,0
477040,1,,31,0
477041,0,,0,0
477041,1,,26,1
477042,0,,0,0
477042,1,,27,1
477043,0,,0,0
477043,1,,28,1
477044,0,,0,0
477044,1,,29,0
